dataset,baseline,test_perturbation,top_pct,local_train_size,local_mean_similarity,local_max_similarity,local_min_similarity,performance_local_pearson_r,performance_local_l2,performance_baseline_pearson_r,performance_baseline_l2,improvement_pearson_r,improvement_l2,baseline_type,pearson_r,l2,hardness,embedding_similarity,split_fraction
k562,lpm_k562PertEmb,RPL4,0.05,39,0.9941393733024596,0.9999260306358336,0.9865738749504088,0.9708404533156572,2.2832400042112213,0.9555287594802075,3.859890533722864,0.0153116938354496,1.5766505295116429,lpm_k562PertEmb,0.9708404533156572,2.2832400042112213,0.9941393733024596,0.9941393733024596,0.0509803921568627
k562,lpm_k562PertEmb,RPL4,0.1,77,0.988814413547516,0.9999260306358336,0.9807937741279602,0.9716462318264224,2.264270597465611,0.9555287594802075,3.859890533722864,0.0161174723462148,1.5956199362572532,lpm_k562PertEmb,0.9716462318264224,2.264270597465611,0.988814413547516,0.988814413547516,0.1006535947712418
k562,lpm_k562PertEmb,MOB4,0.01,8,0.9992494583129884,0.999701976776123,0.9989720582962036,0.3697807430959415,4.318704550014458,0.5831761121986598,3.295948726390068,-0.2133953691027182,-1.0227558236243903,lpm_k562PertEmb,0.3697807430959415,4.318704550014458,0.9992494583129884,0.9992494583129884,0.0104575163398692
k562,lpm_k562PertEmb,MOB4,0.05,39,0.998701512813568,0.999701976776123,0.9982495903968812,0.530237380927498,3.4369825177552507,0.5831761121986598,3.295948726390068,-0.0529387312711618,-0.1410337913651829,lpm_k562PertEmb,0.530237380927498,3.4369825177552507,0.998701512813568,0.998701512813568,0.0509803921568627
k562,lpm_k562PertEmb,MOB4,0.1,77,0.998302400112152,0.999701976776123,0.9976099133491516,0.5736693363412365,3.3000331107827545,0.5831761121986598,3.295948726390068,-0.0095067758574233,-0.0040843843926867,lpm_k562PertEmb,0.5736693363412365,3.3000331107827545,0.998302400112152,0.998302400112152,0.1006535947712418
k562,lpm_k562PertEmb,EXOSC2,0.01,8,0.9981074333190918,0.9996908903121948,0.9937376976013184,0.8820250301709734,4.678188696930731,0.9186863950096318,3.886247545025848,-0.0366613648386583,-0.7919411519048838,lpm_k562PertEmb,0.8820250301709734,4.678188696930731,0.9981074333190918,0.9981074333190918,0.0104575163398692
k562,lpm_k562PertEmb,EXOSC2,0.05,39,0.9787068367004396,0.9996908903121948,0.9697060585021972,0.9468757826531043,3.165906188316075,0.9186863950096318,3.886247545025848,0.0281893876434726,0.7203413567097727,lpm_k562PertEmb,0.9468757826531043,3.165906188316075,0.9787068367004396,0.9787068367004396,0.0509803921568627
k562,lpm_k562PertEmb,EXOSC2,0.1,77,0.973780870437622,0.9996908903121948,0.9676803946495056,0.945990553427906,3.2330202961127683,0.9186863950096318,3.886247545025848,0.0273041584182741,0.6532272489130793,lpm_k562PertEmb,0.945990553427906,3.2330202961127683,0.973780870437622,0.973780870437622,0.1006535947712418
k562,lpm_k562PertEmb,RPS15A,0.01,8,0.9997506141662598,0.9999353885650636,0.9996105432510376,0.9527466216106306,2.2143430130521464,0.9515865480281498,3.507746953009192,0.0011600735824808,1.2934039399570456,lpm_k562PertEmb,0.9527466216106306,2.2143430130521464,0.9997506141662598,0.9997506141662598,0.0104575163398692
k562,lpm_k562PertEmb,RPS15A,0.05,39,0.9984570145606996,0.9999353885650636,0.9955633282661438,0.9503813596977372,2.2901667419440312,0.9515865480281498,3.507746953009192,-0.0012051883304126,1.2175802110651608,lpm_k562PertEmb,0.9503813596977372,2.2901667419440312,0.9984570145606996,0.9984570145606996,0.0509803921568627
k562,lpm_k562PertEmb,RPS15A,0.1,77,0.994422733783722,0.9999353885650636,0.987277090549469,0.957721217191764,2.271012609367756,0.9515865480281498,3.507746953009192,0.0061346691636141,1.236734343641436,lpm_k562PertEmb,0.957721217191764,2.271012609367756,0.994422733783722,0.994422733783722,0.1006535947712418
k562,lpm_k562PertEmb,SMC2,0.01,8,0.998522162437439,0.999442458152771,0.9982590675354004,0.5747913988370097,4.1859021681175586,0.7050533059515743,3.245462193562674,-0.1302619071145646,-0.9404399745548844,lpm_k562PertEmb,0.5747913988370097,4.1859021681175586,0.998522162437439,0.998522162437439,0.0104575163398692
k562,lpm_k562PertEmb,SMC2,0.05,39,0.9978475570678712,0.999442458152771,0.9972338676452636,0.6153772059057236,3.7560882995158,0.7050533059515743,3.245462193562674,-0.0896761000458506,-0.5106261059531261,lpm_k562PertEmb,0.6153772059057236,3.7560882995158,0.9978475570678712,0.9978475570678712,0.0509803921568627
k562,lpm_k562PertEmb,SMC2,0.1,77,0.9973671436309814,0.999442458152771,0.996532678604126,0.6467924930689215,3.5152386947104053,0.7050533059515743,3.245462193562674,-0.0582608128826528,-0.2697765011477311,lpm_k562PertEmb,0.6467924930689215,3.5152386947104053,0.9973671436309814,0.9973671436309814,0.1006535947712418
k562,lpm_k562PertEmb,DCUN1D5,0.01,8,0.9986558556556702,0.9994359016418456,0.9983230233192444,0.653155173697018,4.360999279774661,0.6755890658647677,3.670199960109689,-0.0224338921677497,-0.690799319664972,lpm_k562PertEmb,0.653155173697018,4.360999279774661,0.9986558556556702,0.9986558556556702,0.0104575163398692
k562,lpm_k562PertEmb,DCUN1D5,0.05,39,0.9977638125419616,0.9994359016418456,0.9969942569732666,0.6825304729813528,3.674277748747598,0.6755890658647677,3.670199960109689,0.006941407116585,-0.0040777886379093,lpm_k562PertEmb,0.6825304729813528,3.674277748747598,0.9977638125419616,0.9977638125419616,0.0509803921568627
k562,lpm_k562PertEmb,DCUN1D5,0.1,77,0.9970324635505676,0.9994359016418456,0.9957108497619628,0.6730043230226683,3.709855154093768,0.6755890658647677,3.670199960109689,-0.0025847428420994,-0.0396551939840792,lpm_k562PertEmb,0.6730043230226683,3.709855154093768,0.9970324635505676,0.9970324635505676,0.1006535947712418
k562,lpm_k562PertEmb,PSMD6,0.01,8,0.9968836307525636,0.9986443519592284,0.9940750598907472,0.9030921931946956,3.7541656653872906,0.9118003928981556,3.4405040160268867,-0.00870819970346,-0.3136616493604038,lpm_k562PertEmb,0.9030921931946956,3.7541656653872906,0.9968836307525636,0.9968836307525636,0.0104575163398692
k562,lpm_k562PertEmb,PSMD6,0.05,39,0.9896615743637084,0.9986443519592284,0.9819300770759584,0.9254742391582484,3.1795261511515083,0.9118003928981556,3.4405040160268867,0.0136738462600928,0.2609778648753784,lpm_k562PertEmb,0.9254742391582484,3.1795261511515083,0.9896615743637084,0.9896615743637084,0.0509803921568627
k562,lpm_k562PertEmb,PSMD6,0.1,77,0.98475843667984,0.9986443519592284,0.9780669808387756,0.9298694041763232,3.0960516253578203,0.9118003928981556,3.4405040160268867,0.0180690112781675,0.3444523906690664,lpm_k562PertEmb,0.9298694041763232,3.0960516253578203,0.98475843667984,0.98475843667984,0.1006535947712418
k562,lpm_k562PertEmb,NDUFB8,0.01,8,0.999718427658081,0.9997592568397522,0.9996893405914308,0.4108242913743054,2.7956090002759386,0.4630805559338372,2.4962503198202,-0.0522562645595318,-0.2993586804557386,lpm_k562PertEmb,0.4108242913743054,2.7956090002759386,0.999718427658081,0.999718427658081,0.0104575163398692
k562,lpm_k562PertEmb,NDUFB8,0.05,39,0.9995497465133668,0.9997592568397522,0.9993838667869568,0.4998034809811919,2.4407839164849543,0.4630805559338372,2.4962503198202,0.0367229250473546,0.0554664033352456,lpm_k562PertEmb,0.4998034809811919,2.4407839164849543,0.9995497465133668,0.9995497465133668,0.0509803921568627
k562,lpm_k562PertEmb,NDUFB8,0.1,77,0.9993669390678406,0.9997592568397522,0.9990164637565612,0.5023485663892959,2.3806422861257484,0.4630805559338372,2.4962503198202,0.0392680104554586,0.1156080336944516,lpm_k562PertEmb,0.5023485663892959,2.3806422861257484,0.9993669390678406,0.9993669390678406,0.1006535947712418
